time,mean_magnitude,energy,b-value,mean_square,max_difference,koef_variation,freq_gempa,class
9.45,3.1076923076923078,9.993646833788887,3.051799062000001,0.53246662811783,3.3999999999999995,0.3415841584158412,1.0,3
58.666666666666664,3.1538461538461533,2.059808151801107,4.516662611759995,0.35977474872826376,2.1,0.18680443062309,4.0,1
7.333333333333333,3.315384615384615,1.5629124281202662,6.175124664515646,0.2631495304983871,1.9,0.15909775162815604,2.0,3
9.45,3.3307692307692305,2.8230437030770767,5.200104980644755,0.3124900674668347,2.0,0.17161699956729198,1.0,3
60.05,2.9307692307692315,1.3484713834777198,3.8745880247941313,0.41939456423180427,2.6,0.17418015772217288,5.0,1
5.966666666666667,3.4769230769230766,3.617632620055465,5.942977120736827,0.27342880903348044,2.4,0.19835153517427492,8.0,3
60.05,3.530769230769231,12.459828500161189,4.440539084595501,0.3659423158493195,2.7,0.20971691592346597,6.0,1
9.45,3.553846153846154,7.294637336254795,5.304805080926164,0.3063225003457787,2.3000000000000003,0.14832763375767824,1.0,3
115.35,2.946153846153846,1.0573846746820421,4.182095010888886,0.38855672862652485,2.7,0.2413414100948591,1.0,1
16.05,3.530769230769231,16.601526235149226,4.138303440094238,0.3926684400405619,2.9,0.23179845016593242,6.0,3
5.966666666666667,3.761538461538462,32.80557453047412,4.542620442862064,0.35771889302124477,2.3999999999999995,0.14876510003659024,7.0,3
7.333333333333333,3.2692307692307687,5.8929611816406196,3.9719394827035313,0.40911528569671124,3.0999999999999996,0.2910237270199492,3.0,3
16.05,2.9153846153846152,0.4395918930551401,5.132571149727264,0.31660177888087193,1.8999999999999995,0.1657865759620591,7.0,3
115.35,3.2846153846153854,2.6044797089539187,5.002632639607638,0.32482520170894635,2.3,0.19725032027396214,2.0,1
16.05,3.161538461538461,8.416416217652804,3.307179736644352,0.4913495139774573,2.7,0.2262381254716962,7.0,3
9.45,3.0999999999999996,2.4605631744009964,4.053415164399997,0.40089186286863654,2.6999999999999997,0.2508290902790528,1.0,3
9.45,3.4538461538461536,1.4789966577262788,8.148618114000028,0.19941800358080908,2.2,0.2162536497806396,1.0,3
58.666666666666664,3.5,3.7585109140207926,6.080122746599984,0.2672612419124244,1.7000000000000002,0.11912817787136486,4.0,1
3.716666666666667,3.3923076923076922,9.771571879089628,4.0327344747857286,0.40294771857565537,2.9000000000000004,0.21521651732797636,2.0,3
16.05,2.769230769230769,0.7428895586716695,3.728377155933961,0.4358414098879537,2.8000000000000003,0.25510225497597483,7.0,3
17.733333333333334,3.5,6.663732042506844,5.066768955499965,0.3207134902949093,3.4000000000000004,0.2892093916412482,4.0,3
9.45,3.5153846153846158,2.1728443915391153,7.749176049588385,0.20969728211590205,2.0999999999999996,0.14753617357582033,1.0,3
7.333333333333333,3.3999999999999995,3.179168930454191,5.527384315090897,0.29398736610366694,2.2,0.18385746293131333,3.0,3
15.55,3.523076923076923,6.928320300484948,5.166117366392175,0.3145459231738534,1.9000000000000004,0.15025895662956595,3.0,3
3.716666666666667,3.5153846153846158,12.133634690521673,4.391199761433349,0.37005402726335684,2.2,0.15454217578126464,2.0,3
28.15,2.7615384615384615,0.2497526024524958,4.909415882347819,0.3309927688300025,2.1,0.17883789325097005,5.0,3
16.05,3.2230769230769223,4.08900918480402,4.116749776343729,0.3947242957475809,2.9000000000000004,0.28046767628491925,8.0,3
17.733333333333334,3.3923076923076922,17.24369050638562,3.5604322389999865,0.45639996695814,2.6999999999999997,0.19050318348851097,3.0,3
115.35,3.2769230769230764,5.976646846618171,3.9919997831211935,0.40705942998969263,2.5,0.19194357837333104,1.0,1
0.0,2.6153846153846154,0.6987000042869815,3.226187579828572,0.503684648219569,2.4,0.1331674285020217,0.0,3
0.0,3.5615384615384613,1.7537775247622789,9.523083819975843,0.170636023682548,1.3000000000000003,0.0759325953833579,0.0,3
23.616666666666667,3.6000000000000005,14.019856144434511,4.6770174973846315,0.3474396144861516,2.4000000000000004,0.2072979971903399,4.0,3
7.333333333333333,3.5076923076923077,8.990607867641867,4.704856887249994,0.345383758779133,2.3,0.20048705698490257,3.0,3
60.05,3.392307692307692,94.76055260738646,2.634719856859995,0.6167567121055949,3.2,0.19120366425245236,4.0,1
15.55,2.6769230769230767,1.042890177569848,3.1616638282320007,0.5139639267546622,2.8,0.20311031088588893,2.0,3
7.333333333333333,3.023076923076923,0.5361659293664598,5.645828264699954,0.28781979898261084,1.9999999999999996,0.16974127308048792,4.0,3
63.31666666666667,3.1230769230769226,3.392475726672158,3.855687595404876,0.42145041993882326,2.7,0.23999300304456814,7.0,1
7.333333333333333,3.2923076923076926,8.14743485728753,3.7818945313780037,0.4296738427668977,2.9000000000000004,0.21025441168909548,3.0,3
63.31666666666667,3.4615384615384617,6.241430575144072,4.909415882347819,0.3309927688300025,2.4000000000000004,0.1663552646418921,6.0,1
17.733333333333334,3.9153846153846152,802.3364670489009,2.7831547783732256,0.5838630207932962,2.8999999999999995,0.10354957919924994,3.0,2
58.666666666666664,3.276923076923077,5.976646846618177,3.99199978312121,0.40705942998969247,2.0,0.1422078049846102,4.0,1
17.733333333333334,3.476923076923077,2.718248007891872,6.586799642149979,0.24670268484223795,2.0000000000000004,0.14541306836420356,4.0,3
115.35,2.838461538461539,0.2210117685280806,5.72765186273915,0.2837080875685734,1.9,0.14329868906668966,1.0,1
9.45,3.076923076923077,9.393413619533622,3.0053838671406856,0.5406900509459046,2.3999999999999995,0.12237238250520505,1.0,3
7.333333333333333,3.7846153846153845,25.443999713789246,5.002632639607612,0.3248252017089466,2.4,0.1812479415415282,3.0,3
17.733333333333334,3.392307692307693,2.3621091393440463,6.033709595862653,0.2693170976194429,2.1000000000000005,0.15532466022261773,1.0,3
9.45,3.0461538461538455,1.6853484219056476,4.182095010888868,0.38855672862652485,2.6,0.177307976581234,1.0,3
16.05,3.684615384615385,51.53934536817297,3.763885509799999,0.4317296984739162,2.8,0.20692295103739247,7.0,3
0.0,3.4461538461538455,4.570633325963224,5.26943971371999,0.30837835605279745,2.0999999999999996,0.11416707011200489,0.0,3
0.0,3.6076923076923078,7.974419771569962,5.566309556746498,0.2919315103966482,2.3000000000000003,0.16929154150344705,0.0,3
60.05,3.392307692307692,5.537307512730873,4.649505629752936,0.3494954701931705,2.4000000000000004,0.16573466407820148,4.0,1
7.333333333333333,3.43076923076923,13.912634666165978,3.874588024794116,0.4193945642318046,2.6,0.17010831155507522,3.0,3
23.616666666666667,3.6538461538461537,6.436616234736148,6.426145992341444,0.25287025196329377,1.9999999999999996,0.15504802222755476,5.0,3
28.15,3.230769230769231,3.13334595882289,4.440539084595521,0.3659423158493194,2.8,0.20794862438950504,4.0,3
15.55,3.5384615384615383,39.81815904591112,3.451598065755446,0.47079095690727063,2.6999999999999997,0.1518007847834445,3.0,3
5.966666666666667,3.8461538461538463,163.3811800923862,3.466736653763158,0.46873510120025186,2.8,0.13893883546366828,7.0,5
9.45,3.5076923076923077,50.156039436750284,3.2130729961707325,0.5057405039265878,4.0,0.24890109358129606,1.0,3
23.616666666666667,3.146153846153846,2.6827570933712996,4.182095010888868,0.3885567286265246,2.3999999999999995,0.15602010888551418,4.0,3
28.15,3.530769230769231,12.459828500161189,4.440539084595501,0.3659423158493195,3.0000000000000004,0.23706266681891786,4.0,3
7.333333333333333,3.0,3.518743761,3.3778459703333334,0.4810702354423638,3.0999999999999996,0.26602486870447056,2.0,3
115.35,3.130769230769231,0.857529306493746,5.686445734230203,0.2857639432755921,2.1,0.14195436683689655,1.0,1
0.0,2.9538461538461536,0.2732522645183239,6.426145992341444,0.2528702519632939,2.0,0.16828640022295477,0.0,3
9.45,3.4000000000000004,17.488542900042756,3.5765427921176465,0.45434411125112123,2.4999999999999996,0.15859712369522008,1.0,3
15.55,3.2153846153846155,0.9943250113793802,6.175124664515685,0.2631495304983871,1.8000000000000003,0.13900324446252543,2.0,3
58.666666666666664,3.723076923076923,12.855002631049214,5.645828264699987,0.28781979898261084,2.0,0.16155386613491435,4.0,1
9.45,2.9384615384615387,0.2022239808082832,7.0572853308750245,0.2302558391860886,1.7999999999999998,0.1559734985315836,1.0,3
28.15,3.669230769230769,11.779050242756881,5.376979299714304,0.3022107889317414,2.9,0.1916376500130228,5.0,3
